pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
12,Nova Scotia,Nouvelle-Écosse,2020-03-18,,1,6,0,7,1278,,,1316,2,40.00,0.72,0.00,0,0.00,203,,100.00,7,0.72,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-18,,1,0,0,1,75,,,478,0,0.00,0.64,0.00,0,0.00,0,,100.00,1,0.64,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-18,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-18,,0,0,0,0,145,,,3235,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-18,,0,0,0,0,7,,,181,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-18,,9,0,0,9,29,,,,1,12.50,,,0,0.00,0,,100.00,9,,,,,,,,,,,,,
1,Canada,Canada,2020-03-18,,569,28,9,597,53546,,,1425,157,35.68,1.59,0.02,1,1.51,9370,,98.49,588,1.56,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-19,,271,0,8,271,16382,,,3230,85,45.70,5.34,0.16,1,2.95,2994,,97.05,263,5.19,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-19,,146,0,1,146,16507,,,3776,49,50.52,3.34,0.02,1,0.68,2821,,99.32,145,3.32,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-19,,8,12,0,20,1910,,,1626,12,150.00,1.70,0.00,0,0.00,0,,100.00,20,1.70,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-19,,17,0,0,17,3189,,,2329,2,13.33,1.24,0.00,0,0.00,450,,100.00,17,1.24,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-19,,258,0,2,258,18488,,,1269,69,36.51,1.77,0.01,1,0.78,4619,,99.22,256,1.76,,,,,,,,,,,,
24,Quebec,Québec,2020-03-19,,121,0,1,121,6757,,,796,47,63.51,1.43,0.01,0,0.83,877,,99.17,120,1.41,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-19,,1,2,0,3,267,,,512,0,0.00,0.58,0.00,0,0.00,106,,100.00,3,0.58,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-19,,7,4,0,11,527,,,678,3,37.50,1.42,0.00,0,0.00,119,,100.00,11,1.42,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-19,,5,9,0,14,1520,,,1565,7,100.00,1.44,0.00,0,0.00,242,,100.00,14,1.44,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-19,,2,0,0,2,75,,,478,1,100.00,1.27,0.00,0,0.00,0,,100.00,2,1.27,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-19,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-19,,0,0,0,0,221,,,4930,0,0.00,0.00,0.00,0,,76,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-19,,0,0,0,0,8,,,206,0,0.00,0.00,0.00,0,,1,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-19,,10,0,0,10,29,,,,1,11.11,,,0,0.00,0,,100.00,10,,,,,,,,,,,,,
1,Canada,Canada,2020-03-19,,846,27,12,873,65851,,,1752,276,46.23,2.32,0.03,3,1.37,12305,,98.63,861,2.29,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-20,,271,0,9,271,18792,,,3706,0,0.00,5.34,0.18,1,3.32,2410,,96.68,262,5.17,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-20,,195,0,1,195,19782,,,4525,49,33.56,4.46,0.02,0,0.51,3275,,99.49,194,4.44,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-20,,8,18,0,26,1910,,,1626,6,30.00,2.21,0.00,0,0.00,0,,100.00,26,2.21,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-20,,17,0,0,17,3367,,,2459,0,0.00,1.24,0.00,0,0.00,178,,100.00,17,1.24,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-20,,311,0,2,311,21499,,,1476,53,20.54,2.14,0.01,0,0.64,3011,,99.36,309,2.12,,,,,,,,,,,,
24,Quebec,Québec,2020-03-20,,139,0,1,139,8539,,,1006,18,14.88,1.64,0.01,0,0.72,1782,,99.28,138,1.63,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-20,,3,1,0,4,287,,,550,1,33.33,0.77,0.00,0,0.00,20,,100.00,4,0.77,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-20,,7,4,0,11,640,,,824,0,0.00,1.42,0.00,0,0.00,113,,100.00,11,1.42,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-20,,5,10,0,15,1647,,,1695,1,7.14,1.54,0.00,0,0.00,127,,100.00,15,1.54,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-20,,2,0,0,2,75,,,478,0,0.00,1.27,0.00,0,0.00,0,,100.00,2,1.27,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-20,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-20,,0,0,0,0,268,,,5979,0,0.00,0.00,0.00,0,,47,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-20,,0,0,0,0,8,,,206,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-20,,13,0,0,13,29,,,,3,30.00,,,0,0.00,0,,100.00,13,,,,,,,,,,,,,
1,Canada,Canada,2020-03-20,,971,33,13,1004,76814,,,2044,131,15.01,2.67,0.03,1,1.29,10963,,98.71,991,2.64,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-21,,424,0,10,424,20417,,,4026,153,56.46,8.36,0.20,1,2.36,1625,,97.64,414,8.16,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-21,,226,0,1,226,23060,,,5275,31,15.90,5.17,0.02,0,0.44,3278,,99.56,225,5.15,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-21,,25,19,0,44,3807,,,3241,18,69.23,3.75,0.00,0,0.00,1897,,100.00,44,3.75,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-21,,11,8,0,19,3668,,,2678,2,11.76,1.39,0.00,0,0.00,301,,100.00,19,1.39,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-21,,377,0,3,377,25470,,,1749,66,21.22,2.59,0.02,1,0.80,3971,,99.20,374,2.57,,,,,,,,,,,,
24,Quebec,Québec,2020-03-21,,202,19,4,221,8539,,,1006,82,58.99,2.60,0.05,3,1.81,0,,98.19,217,2.56,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-21,,3,3,0,6,299,,,573,2,50.00,1.15,0.00,0,0.00,12,,100.00,6,1.15,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-21,,9,8,0,17,865,,,1114,6,54.55,2.19,0.00,0,0.00,225,,100.00,17,2.19,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-21,,9,12,0,21,1956,,,2014,6,40.00,2.16,0.00,0,0.00,309,,100.00,21,2.16,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-21,,2,0,0,2,75,,,478,0,0.00,1.27,0.00,0,0.00,0,,100.00,2,1.27,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-21,,0,0,0,0,416,,,10183,0,0.00,0.00,0.00,0,,416,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-21,,1,0,0,1,301,,,6715,1,0.00,2.23,0.00,0,0.00,33,,100.00,1,2.23,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-21,,0,0,0,0,10,,,258,0,0.00,0.00,0.00,0,,2,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-21,,13,0,0,13,29,,,,0,0.00,,,0,0.00,0,,100.00,13,,,,,,,,,,,,,
1,Canada,Canada,2020-03-21,,1302,69,18,1371,88883,,,2365,367,36.55,3.65,0.05,5,1.31,12069,,98.69,1353,3.60,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-22,,424,0,10,424,22135,,,4365,0,0.00,8.36,0.20,0,2.36,1718,,97.64,414,8.16,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-22,,259,0,1,259,26999,,,6176,33,14.60,5.92,0.02,0,0.39,3939,,99.61,258,5.90,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-22,,33,19,0,52,4407,,,3752,8,18.18,4.43,0.00,0,0.00,600,,100.00,52,4.43,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-22,,11,8,0,19,3936,,,2874,0,0.00,1.39,0.00,0,0.00,268,,100.00,19,1.39,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-22,,425,0,5,425,28570,,,1961,48,12.73,2.92,0.03,2,1.18,3100,,98.82,420,2.88,,,,,,,,,,,,
24,Quebec,Québec,2020-03-22,,221,0,4,221,8539,,,1006,0,0.00,2.60,0.05,0,1.81,0,,98.19,217,2.56,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-22,,3,6,0,9,299,,,573,3,50.00,1.73,0.00,0,0.00,0,,100.00,9,1.73,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-22,,9,8,0,17,924,,,1189,0,0.00,2.19,0.00,0,0.00,59,,100.00,17,2.19,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-22,,28,0,0,28,2210,,,2275,7,33.33,2.88,0.00,0,0.00,254,,100.00,28,2.88,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-22,,3,0,0,3,75,,,478,1,50.00,1.91,0.00,0,0.00,0,,100.00,3,1.91,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-22,,0,0,0,0,416,,,10183,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-22,,1,0,0,1,301,,,6715,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-22,,0,0,0,0,13,,,335,0,0.00,0.00,0.00,0,,3,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-22,,13,0,0,13,29,,,,0,0.00,,,0,0.00,0,,100.00,13,,,,,,,,,,,,,
1,Canada,Canada,2020-03-22,,1430,41,20,1471,98824,,,2629,100,7.29,3.91,0.05,2,1.36,9941,,98.64,1451,3.86,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-23,,472,0,13,472,23460,,,4626,48,11.32,9.31,0.26,3,2.75,1325,,97.25,459,9.05,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-23,,301,0,1,301,29757,,,6807,42,16.22,6.89,0.02,0,0.33,2758,,99.67,300,6.86,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-23,,65,1,0,66,5130,,,4368,14,26.92,5.62,0.00,0,0.00,723,,100.00,66,5.62,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-23,,11,9,0,20,4133,,,3018,1,5.26,1.46,0.00,0,0.00,197,,100.00,20,1.46,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-23,,503,0,6,503,30688,,,2107,78,18.35,3.45,0.04,1,1.19,2118,,98.81,497,3.41,,,,,,,,,,,,
24,Quebec,Québec,2020-03-23,,221,407,4,628,8539,,,1006,407,184.16,7.40,0.05,0,0.64,0,,99.36,624,7.35,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-23,,4,20,0,24,894,,,1714,15,166.67,4.60,0.00,0,0.00,595,,100.00,24,4.60,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-23,,9,8,0,17,1139,,,1466,0,0.00,2.19,0.00,0,0.00,215,,100.00,17,2.19,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-23,,41,0,0,41,2408,,,2479,13,46.43,4.22,0.00,0,0.00,198,,100.00,41,4.22,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-23,,3,0,0,3,206,,,1313,0,0.00,1.91,0.00,0,0.00,131,,100.00,3,1.91,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-23,,2,0,0,2,416,,,10183,2,0.00,4.90,0.00,0,0.00,0,,100.00,2,4.90,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-23,,1,0,0,1,364,,,8120,0,0.00,2.23,0.00,0,0.00,63,,100.00,1,2.23,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-23,,0,0,0,0,13,,,335,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-23,,13,0,0,13,76,,,,0,0.00,,,0,0.00,47,,100.00,13,,,,,,,,,,,,,
1,Canada,Canada,2020-03-23,,1646,445,24,2091,107147,,,2850,620,42.15,5.56,0.06,4,1.15,8323,,98.85,2067,5.50,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-24,,617,0,13,617,26305,,,5187,145,30.72,12.17,0.26,0,2.11,2845,,97.89,604,11.91,585,11.54,12,0.24,514,10.14,6,0.12,73,1.45,1,0.02
48,Alberta,Alberta,2020-03-24,,358,0,2,358,32776,,,7498,57,18.94,8.19,0.05,1,0.56,3019,,99.44,356,8.14,351,8.03,2,0.05,284,6.50,2,0.05,41,0.93,0,0.01
47,Saskatchewan,Saskatchewan,2020-03-24,,72,0,0,72,5604,,,4772,6,9.09,6.13,0.00,0,0.00,474,,100.00,72,6.13,72,6.13,0,0.00,65,5.53,0,0.00,9,0.79,0,0.00
46,Manitoba,Manitoba,2020-03-24,,11,10,0,21,4406,,,3217,1,5.00,1.53,0.00,0,0.00,273,,100.00,21,1.53,21,1.53,0,0.00,14,1.02,0,0.00,2,0.15,0,0.00
35,Ontario,Ontario,2020-03-24,,588,0,8,588,34727,,,2384,85,16.90,4.04,0.05,2,1.36,4039,,98.64,580,3.98,554,3.80,8,0.05,411,2.82,7,0.05,59,0.40,1,0.01
24,Quebec,Québec,2020-03-24,,221,792,4,1013,15071,,,1776,385,61.31,11.94,0.05,0,0.39,6532,,99.61,1009,11.89,1009,11.89,4,0.05,963,11.35,4,0.05,138,1.62,1,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-24,,4,31,0,35,1087,,,2084,11,45.83,6.71,0.00,0,0.00,193,,100.00,35,6.71,35,6.71,0,0.00,34,6.52,0,0.00,5,0.93,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-24,,18,0,0,18,1261,,,1623,1,5.88,2.32,0.00,0,0.00,122,,100.00,18,2.32,18,2.32,0,0.00,11,1.42,0,0.00,2,0.20,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-24,,51,0,0,51,2641,,,2719,10,24.39,5.25,0.00,0,0.00,233,,100.00,51,5.25,51,5.25,0,0.00,46,4.74,0,0.00,7,0.68,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-24,,3,0,0,3,206,,,1313,0,0.00,1.91,0.00,0,0.00,0,,100.00,3,1.91,3,1.91,0,0.00,2,1.27,0,0.00,0,0.18,0,0.00
60,Yukon,Yukon,2020-03-24,,2,0,0,2,416,,,10183,0,0.00,4.90,0.00,0,0.00,0,,100.00,2,4.90,2,4.90,0,0.00,2,4.90,0,0.00,0,0.70,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-24,,1,0,0,1,481,,,10730,0,0.00,2.23,0.00,0,0.00,117,,100.00,1,2.23,1,2.23,0,0.00,1,2.23,0,0.00,0,0.32,0,0.00
62,Nunavut,Nunavut,2020-03-24,,0,0,0,0,81,,,2089,0,0.00,0.00,0.00,0,,68,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-24,,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,13,,0,,5,,0,,1,,0,
1,Canada,Canada,2020-03-24,,1959,833,27,2792,125062,,,3327,701,33.52,7.43,0.07,3,0.97,17915,,99.03,2765,7.36,2715,7.22,25,0.07,2352,6.26,19,0.05,336,0.89,3,0.01
59,British Columbia,Colombie-Britannique,2020-03-25,,659,0,14,659,28344,,,5589,42,6.81,12.99,0.28,1,2.12,2039,,97.88,645,12.72,620,12.23,13,0.26,473,9.33,7,0.14,68,1.33,1,0.02
48,Alberta,Alberta,2020-03-25,,419,0,2,419,35508,,,8123,61,17.04,9.59,0.05,0,0.48,2732,,99.52,417,9.54,405,9.26,2,0.05,322,7.37,2,0.05,46,1.05,0,0.01
47,Saskatchewan,Saskatchewan,2020-03-25,,86,0,0,86,6111,,,5203,14,19.44,7.32,0.00,0,0.00,507,,100.00,86,7.32,86,7.32,0,0.00,78,6.64,0,0.00,11,0.95,0,0.00
46,Manitoba,Manitoba,2020-03-25,,11,24,0,35,4740,,,3461,14,66.67,2.56,0.00,0,0.00,334,,100.00,35,2.56,35,2.56,0,0.00,20,1.46,0,0.00,3,0.21,0,0.00
35,Ontario,Ontario,2020-03-25,,688,0,13,688,38040,,,2611,100,17.01,4.72,0.09,5,1.89,3313,,98.11,675,4.63,646,4.43,12,0.08,499,3.43,12,0.08,71,0.49,2,0.01
24,Quebec,Québec,2020-03-25,,1339,0,6,1339,27828,,,3280,326,32.18,15.78,0.07,2,0.45,12757,,99.55,1333,15.71,1332,15.70,6,0.07,1265,14.91,5,0.06,181,2.13,1,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-25,,67,0,0,67,1235,,,2368,32,91.43,12.85,0.00,0,0.00,148,,100.00,67,12.85,67,12.85,0,0.00,64,12.27,0,0.00,9,1.75,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-25,,26,0,0,26,1680,,,2163,8,44.44,3.35,0.00,0,0.00,419,,100.00,26,3.35,26,3.35,0,0.00,18,2.32,0,0.00,3,0.33,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-25,,68,0,0,68,3008,,,3097,17,33.33,7.00,0.00,0,0.00,367,,100.00,68,7.00,68,7.00,0,0.00,61,6.28,0,0.00,9,0.90,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-25,,5,0,0,5,301,,,1918,2,66.67,3.19,0.00,0,0.00,95,,100.00,5,3.19,5,3.19,0,0.00,4,2.55,0,0.00,1,0.36,0,0.00
60,Yukon,Yukon,2020-03-25,,3,0,0,3,416,,,10183,1,50.00,7.34,0.00,0,0.00,0,,100.00,3,7.34,3,7.34,0,0.00,3,7.34,0,0.00,0,1.05,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-25,,1,0,0,1,481,,,10730,0,0.00,2.23,0.00,0,0.00,0,,100.00,1,2.23,1,2.23,0,0.00,1,2.23,0,0.00,0,0.32,0,0.00
62,Nunavut,Nunavut,2020-03-25,,0,0,0,0,97,,,2501,0,0.00,0.00,0.00,0,,16,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-25,,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00,13,,12,,0,,4,,0,,1,,0,
