pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
46,Manitoba,Manitoba,2020-05-09,,273,11,7,284,29438,247,86.97,21496,0,0.00,20.74,0.51,0,2.46,696,0,10.56,30,2.19,17,1.24,1,0.07,4,0.29,1,0.07,1,0.04,0,0.01
35,Ontario,Ontario,2020-05-09,,19944,0,1599,19944,402761,14383,72.12,27650,346,1.77,136.92,10.98,59,8.02,18599,393,19.87,3962,27.20,5949,40.84,788,5.41,2825,19.39,423,2.90,404,2.77,60,0.41
24,Quebec,Québec,2020-05-09,,36986,0,2786,36986,276787,9268,25.06,32621,836,2.31,435.90,32.83,61,7.53,10343,340,67.41,24932,293.84,13719,161.69,1340,15.79,7330,86.39,650,7.66,1047,12.34,93,1.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-09,,261,0,3,261,9699,244,93.49,18597,0,0.00,50.04,0.58,0,1.15,128,0,5.36,14,2.68,4,0.77,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-09,,120,0,0,120,16417,118,98.33,21133,0,0.00,15.45,0.00,0,0.00,349,0,1.67,2,0.26,2,0.26,0,0.00,2,0.26,0,0.00,0,0.04,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-09,,1011,0,47,1011,34531,743,73.49,35548,3,0.30,104.08,4.84,1,4.65,450,21,21.86,221,22.75,146,15.03,25,2.57,48,4.94,16,1.65,7,0.71,2,0.24
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-09,,27,0,0,27,3777,27,100.00,24065,0,0.00,17.20,0.00,0,0.00,110,0,0.00,0,0.00,1,0.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,2020-05-09,,11,0,0,11,1075,11,100.00,26313,0,0.00,26.93,0.00,0,0.00,10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-09,,5,0,0,5,1790,5,100.00,39932,0,0.00,11.15,0.00,0,0.00,22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,2020-05-09,,0,0,0,0,568,0,N/A,14647,0,0.00,0.00,0.00,0,,18,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-09,,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,2020-05-09,,67691,11,4693,67702,1071455,31249,46.16,28504,1268,1.91,180.11,12.48,124,6.93,36550,1023,46.91,31760,84.49,22348,59.45,2228,5.93,10988,29.23,1127,3.00,1570,4.18,161,0.43
59,British Columbia,Colombie-Britannique,2020-05-10,,2330,0,129,2330,93431,1659,71.20,18423,0,0.00,45.94,2.54,0,5.54,1763,0,23.26,542,10.69,382,7.53,29,0.57,159,3.14,15,0.30,23,0.45,2,0.04
48,Alberta,Alberta,2020-05-10,,6253,0,117,6253,173023,4389,70.19,39581,96,1.56,143.05,2.68,1,1.87,3608,185,27.94,1747,39.97,1773,40.56,44,1.01,487,11.14,22,0.50,70,1.59,3,0.07
47,Saskatchewan,Saskatchewan,2020-05-10,,564,0,6,564,34093,349,61.88,29029,11,1.99,48.02,0.51,0,1.06,640,9,37.06,209,17.80,211,17.97,2,0.17,131,11.15,0,0.00,19,1.59,0,0.00
46,Manitoba,Manitoba,2020-05-10,,276,11,7,287,30046,247,86.06,21940,3,1.06,20.96,0.51,0,2.44,608,0,11.50,33,2.41,16,1.17,1,0.07,6,0.44,1,0.07,1,0.06,0,0.01
35,Ontario,Ontario,2020-05-10,,20238,0,1634,20238,419802,14772,72.99,28820,294,1.47,138.93,11.22,35,8.07,17041,389,18.93,3832,26.31,5806,39.86,799,5.49,2685,18.43,418,2.87,384,2.63,60,0.41
24,Quebec,Québec,2020-05-10,,37721,0,2928,37721,278389,9526,25.25,32810,735,1.99,444.56,34.51,142,7.76,1602,258,66.98,25267,297.79,13614,160.45,1413,16.65,5856,69.02,723,8.52,837,9.86,103,1.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-10,,261,0,3,261,9802,244,93.49,18794,0,0.00,50.04,0.58,0,1.15,103,0,5.36,14,2.68,3,0.58,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-10,,120,0,0,120,16750,118,98.33,21562,0,0.00,15.45,0.00,0,0.00,333,0,1.67,2,0.26,2,0.26,0,0.00,2,0.26,0,0.00,0,0.04,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-10,,1018,0,47,1018,34820,749,73.58,35845,7,0.69,104.80,4.84,0,4.62,289,6,21.81,222,22.85,145,14.93,23,2.37,47,4.84,10,1.03,7,0.69,1,0.15
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-10,,27,0,0,27,3846,27,100.00,24505,0,0.00,17.20,0.00,0,0.00,69,0,0.00,0,0.00,1,0.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,2020-05-10,,11,0,0,11,1075,11,100.00,26313,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-10,,5,0,0,5,1799,5,100.00,40133,0,0.00,11.15,0.00,0,0.00,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,2020-05-10,,0,0,0,0,568,0,N/A,14647,0,0.00,0.00,0.00,0,,0,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-10,,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,2020-05-10,,68837,11,4871,68848,1097520,32096,46.62,29198,1146,1.69,183.16,12.96,178,7.08,26065,847,46.31,31881,84.81,21953,58.40,2311,6.15,9374,24.94,1189,3.16,1339,3.56,170,0.45
59,British Columbia,Colombie-Britannique,2020-05-11,,2353,0,130,2353,94027,1719,73.06,18541,23,0.99,46.40,2.56,1,5.52,596,60,21.42,504,9.94,355,7.00,27,0.53,129,2.54,13,0.26,18,0.36,2,0.04
48,Alberta,Alberta,2020-05-11,,6300,0,117,6300,175502,4659,73.95,40149,47,0.75,144.12,2.68,0,1.86,2479,270,24.19,1524,34.86,1604,36.69,42,0.96,464,10.61,13,0.30,66,1.52,2,0.04
47,Saskatchewan,Saskatchewan,2020-05-11,,568,0,6,568,34585,363,63.91,29448,4,0.71,48.36,0.51,0,1.06,492,14,35.04,199,16.94,203,17.28,1,0.09,101,8.60,0,0.00,14,1.23,0,0.00
46,Manitoba,Manitoba,2020-05-11,,278,11,7,289,30398,247,85.47,22197,2,0.70,21.10,0.51,0,2.42,352,0,12.11,35,2.56,17,1.24,1,0.07,8,0.58,1,0.07,1,0.08,0,0.01
35,Ontario,Ontario,2020-05-11,,20546,0,1669,20546,433316,15131,73.64,29747,308,1.52,141.05,11.46,35,8.12,13514,359,18.23,3746,25.72,5690,39.06,777,5.33,2623,18.01,369,2.53,375,2.57,53,0.36
24,Quebec,Québec,2020-05-11,,38469,0,3013,38469,284239,9703,25.22,33499,748,1.98,453.38,35.51,85,7.83,5850,177,66.94,25753,303.51,13487,158.95,1414,16.66,5846,68.90,733,8.64,835,9.84,105,1.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-11,,261,0,3,261,9896,244,93.49,18975,0,0.00,50.04,0.58,0,1.15,94,0,5.36,14,2.68,3,0.58,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-11,,120,0,0,120,17184,118,98.33,22121,0,0.00,15.45,0.00,0,0.00,434,0,1.67,2,0.26,2,0.26,0,0.00,2,0.26,0,0.00,0,0.04,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-11,,1019,0,48,1019,35023,767,75.27,36054,1,0.10,104.90,4.94,1,4.71,203,18,20.02,204,21.00,119,12.25,24,2.47,34,3.50,10,1.03,5,0.50,1,0.15
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-11,,27,0,0,27,3910,27,100.00,24913,0,0.00,17.20,0.00,0,0.00,64,0,0.00,0,0.00,1,0.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,2020-05-11,,11,0,0,11,1088,11,100.00,26631,0,0.00,26.93,0.00,0,0.00,13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-11,,5,0,0,5,1809,5,100.00,40356,0,0.00,11.15,0.00,0,0.00,10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,2020-05-11,,0,0,0,0,576,0,N/A,14853,0,0.00,0.00,0.00,0,,8,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-11,,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,2020-05-11,,69970,11,4993,69981,1121629,32994,47.15,29839,1133,1.65,186.17,13.28,122,7.13,24109,898,45.72,31994,85.11,21481,57.15,2286,6.08,9209,24.50,1139,3.03,1316,3.50,163,0.43
59,British Columbia,Colombie-Britannique,2020-05-12,,2360,0,131,2360,95558,1832,77.63,18843,7,0.30,46.54,2.58,1,5.55,1531,113,16.82,397,7.83,307,6.05,26,0.51,128,2.52,10,0.20,18,0.36,1,0.03
48,Alberta,Alberta,2020-05-12,,6345,0,118,6345,178208,4866,76.69,40768,45,0.71,145.15,2.70,1,1.86,2706,207,21.45,1361,31.13,1495,34.20,38,0.87,452,10.34,12,0.27,65,1.48,2,0.04
47,Saskatchewan,Saskatchewan,2020-05-12,,573,0,6,573,34801,374,65.27,29631,5,0.88,48.79,0.51,0,1.05,216,11,33.68,193,16.43,207,17.63,1,0.09,86,7.32,0,0.00,12,1.05,0,0.00
46,Manitoba,Manitoba,2020-05-12,,279,11,7,290,30799,251,86.55,22490,1,0.35,21.18,0.51,0,2.41,401,4,11.03,32,2.34,18,1.31,1,0.07,8,0.58,0,0.00,1,0.08,0,0.00
35,Ontario,Ontario,2020-05-12,,20907,0,1725,20907,444882,15391,73.62,30541,361,1.76,143.53,11.84,56,8.25,11566,260,18.13,3791,26.03,5526,37.94,774,5.31,2597,17.83,364,2.50,371,2.55,52,0.36
24,Quebec,Québec,2020-05-12,,39225,0,3131,39225,290888,10056,25.64,34283,756,1.97,462.29,36.90,118,7.98,6649,353,66.38,26038,306.87,13468,158.73,1449,17.08,5808,68.45,733,8.64,830,9.78,105,1.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-12,,261,0,3,261,10043,247,94.64,19256,0,0.00,50.04,0.58,0,1.15,147,3,4.21,11,2.11,3,0.58,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-12,,120,0,0,120,17339,118,98.33,22320,0,0.00,15.45,0.00,0,0.00,155,0,1.67,2,0.26,2,0.26,0,0.00,1,0.13,0,0.00,0,0.02,0,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-12,,1020,0,48,1020,35430,864,84.71,36473,1,0.10,105.00,4.94,0,4.71,407,97,10.59,108,11.12,105,10.81,21,2.16,29,2.99,7,0.72,4,0.43,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-12,,27,0,0,27,4029,27,100.00,25671,0,0.00,17.20,0.00,0,0.00,119,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,2020-05-12,,11,0,0,11,1094,11,100.00,26778,0,0.00,26.93,0.00,0,0.00,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-12,,5,0,0,5,1817,5,100.00,40535,0,0.00,11.15,0.00,0,0.00,8,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,2020-05-12,,0,0,0,0,604,0,N/A,15575,0,0.00,0.00,0.00,0,,28,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
